cgpa,college_tier,branch,internship_count,project_count,skills_score,communication_score,certifications,dsa_score,placed
6.41,2,CSE,0,3,5,6,2,5,0
5.56,2,ECE,0,3,6,7,2,6,0
7.2,2,Civil,1,4,5,6,2,5,1
7.76,2,Civil,2,4,5,10,2,5,1
7.13,2,CSE,2,4,5,4,1,5,0
6.16,2,IT,0,4,7,5,2,7,0
7.17,2,ME,2,4,7,7,2,7,1
6.78,2,ME,0,4,6,5,2,6,1
7.0,2,IT,2,5,8,3,3,8,0
7.36,2,ECE,2,4,7,5,2,7,1
8.04,2,CSE,2,5,7,4,2,7,0
7.68,2,IT,1,5,10,4,3,10,0
6.38,2,ECE,1,3,4,5,2,4,0
6.28,2,ME,0,3,4,5,1,4,0
6.85,2,CSE,1,4,6,4,2,6,0
6.4,2,CSE,1,4,6,7,2,6,0
7.54,2,IT,0,3,4,2,1,4,0
6.24,2,CSE,0,4,8,9,2,8,0
6.6,2,ME,1,3,5,4,2,5,0
7.58,2,CSE,3,4,7,7,2,7,1
7.17,2,IT,2,4,7,5,2,7,1
5.91,2,IT,0,3,5,3,1,5,0
7.1,2,CSE,1,4,6,6,2,6,1
7.73,2,ME,2,4,5,8,2,5,1
7.85,2,ME,0,4,6,4,2,6,0
6.13,2,IT,1,4,7,6,2,7,0
6.75,2,Civil,2,3,5,6,2,5,1
7.91,2,CSE,1,5,10,7,3,10,0
5.82,2,ME,0,2,2,6,1,2,0
8.46,2,ME,1,4,5,4,2,5,0
6.62,2,Civil,0,3,5,3,1,5,0
7.55,2,Civil,1,4,6,7,2,6,1
5.41,2,Civil,0,2,3,7,1,3,0
7.55,2,ECE,1,5,8,6,2,8,0
6.92,2,CSE,0,4,6,5,2,6,1
6.18,2,ECE,0,3,4,2,1,4,0
7.49,2,ECE,1,5,10,6,3,10,1
7.54,2,CSE,1,5,8,3,2,8,0
8.79,2,ECE,1,5,7,6,2,7,1
8.18,2,Civil,0,4,5,4,2,5,0
6.17,2,ME,0,2,2,4,1,2,0
7.5,2,ECE,1,4,5,7,2,5,1
5.3,2,CSE,1,3,5,7,2,5,0
6.48,2,ECE,2,4,7,8,2,7,0
7.14,2,Civil,1,4,7,4,2,7,0
6.36,2,Civil,1,3,5,6,2,5,0
7.61,2,ME,1,4,5,7,2,5,1
7.27,2,CSE,2,5,8,8,2,8,1
6.05,2,CSE,0,4,7,3,2,7,0
6.18,2,Civil,0,2,2,4,1,2,0
8.39,2,IT,1,6,10,2,3,10,0
6.98,2,CSE,1,4,8,6,2,8,1
6.08,2,ME,0,4,6,6,2,6,0
7.39,2,ME,0,3,4,9,2,4,0
6.81,2,ECE,1,4,6,4,2,6,0
5.58,2,CSE,0,3,4,6,1,4,0
7.03,2,IT,2,4,5,6,2,5,1
7.86,2,Civil,2,4,5,5,2,5,1
7.37,2,ECE,0,3,4,7,1,4,0
7.9,2,CSE,3,4,7,5,2,7,1
5.67,2,ME,2,3,6,4,2,6,0
7.34,2,Civil,0,4,5,5,2,5,1
6.4,2,ME,0,3,4,6,1,4,0
7.15,2,IT,1,4,7,7,2,7,1
6.74,2,CSE,1,4,7,5,2,7,0
6.0,2,IT,1,4,6,7,2,6,0
8.1,2,IT,0,4,4,8,1,4,0
6.83,2,CSE,0,3,5,2,2,5,0
6.87,2,Civil,0,3,4,4,1,4,0
6.77,2,CSE,0,4,7,6,2,7,1
7.74,2,IT,1,4,7,5,2,7,1
5.29,2,ECE,1,3,5,4,1,5,0
5.9,2,Civil,0,4,7,5,2,7,0
8.83,2,IT,2,5,7,7,2,7,1
8.07,2,ECE,3,5,8,5,3,8,1
7.51,2,ECE,1,4,5,4,2,5,0
9.56,2,CSE,2,6,9,7,3,9,1
6.7,2,IT,0,3,4,5,1,4,0
7.26,2,ECE,2,4,7,3,2,7,0
6.98,2,CSE,1,4,6,5,2,6,1
7.48,2,CSE,0,3,4,6,2,4,0
5.83,2,ECE,0,3,4,6,1,4,0
8.02,2,IT,2,5,8,5,3,8,1
5.75,2,CSE,1,3,5,5,1,5,0
6.88,2,IT,2,3,5,5,2,5,1
6.82,2,Civil,1,3,5,6,1,5,0
6.95,2,IT,0,4,7,5,2,7,1
8.02,2,CSE,1,6,10,5,3,10,1
7.29,2,Civil,1,4,7,2,2,7,0
8.18,2,ECE,1,4,5,6,2,5,1
6.61,2,ME,1,3,4,5,1,4,0
8.77,2,Civil,2,5,7,4,2,7,0
5.47,2,CSE,1,3,4,8,1,4,0
5.66,2,Civil,0,2,2,5,1,2,0
7.52,2,Civil,0,3,4,4,1,4,0
7.42,2,Civil,2,4,5,7,2,5,1
9.8,2,ECE,2,6,9,5,3,9,1
5.39,2,ME,0,3,4,5,1,4,0
8.82,2,IT,1,5,9,4,3,9,0
5.06,2,CSE,0,3,6,4,2,6,0
6.13,2,ME,0,3,3,6,1,3,0
9.74,2,ECE,2,5,8,6,3,8,1
7.07,2,Civil,0,3,4,8,1,4,0
6.5,2,IT,1,3,4,4,1,4,0
8.0,2,ECE,3,5,7,7,2,7,1
6.7,2,ME,0,3,5,5,1,5,1
8.37,2,CSE,1,5,8,6,3,8,1
6.21,2,IT,1,4,6,6,2,6,0
6.27,2,IT,0,4,6,5,2,6,0
6.61,2,CSE,2,4,7,8,2,7,1
6.71,2,ECE,0,3,3,7,1,3,0
7.3,2,ME,2,4,7,5,2,7,1
6.14,2,CSE,0,4,7,6,2,7,0
7.98,2,IT,0,4,6,2,2,6,0
7.76,2,ME,1,4,5,3,2,5,0
7.56,2,IT,1,4,7,3,2,7,0
4.5,2,ME,0,1,1,8,0,1,0
7.99,2,ECE,1,5,8,5,2,8,1
7.27,2,ECE,1,3,4,5,2,4,0
7.04,2,ECE,3,4,7,6,2,7,0
5.54,2,CSE,0,4,9,7,3,9,0
6.4,2,ME,1,4,6,4,1,6,0
7.76,2,CSE,1,5,9,6,3,9,0
7.35,2,CSE,1,4,7,4,2,7,0
8.62,2,ECE,1,5,9,3,3,9,0
5.97,2,Civil,0,2,3,5,1,3,0
6.96,2,CSE,0,3,5,3,1,5,0
4.68,2,IT,2,3,6,6,2,6,0
7.0,2,ME,0,4,6,3,2,6,0
6.12,2,Civil,1,2,2,5,0,2,0
6.65,2,ME,1,3,4,6,1,4,0
6.98,2,Civil,0,2,1,5,1,1,0
8.16,2,IT,1,5,9,3,3,9,0
7.02,2,ME,0,4,5,8,2,5,1
6.58,2,ME,0,3,4,8,1,4,0
7.48,2,ME,0,3,4,9,1,4,0
8.29,2,Civil,0,4,6,7,2,6,1
6.08,2,CSE,0,5,10,7,3,10,0
6.45,2,IT,0,4,6,3,2,6,0
7.61,2,ECE,0,3,4,5,1,4,0
6.77,2,ME,0,3,4,4,1,4,0
5.73,2,Civil,1,3,5,7,1,5,0
6.14,2,IT,0,3,5,7,2,5,0
5.78,2,ME,0,3,5,6,2,5,0
7.58,2,ECE,0,4,5,7,2,5,1
7.98,2,ECE,1,4,7,5,2,7,0
7.23,2,CSE,1,5,8,5,2,8,1
7.74,2,Civil,1,4,7,7,2,7,1
7.98,2,ECE,1,4,5,6,2,5,0
5.73,2,ME,1,2,3,6,1,3,0
7.38,2,Civil,1,3,3,6,1,3,0
7.81,2,Civil,1,3,3,5,1,3,0
6.61,2,ME,0,3,4,7,1,4,0
7.91,2,ME,0,4,6,5,2,6,0
7.19,2,ME,1,4,5,6,2,5,1
8.69,2,Civil,1,5,7,7,2,7,1
6.57,2,IT,0,3,5,4,2,5,0
8.42,2,Civil,3,5,7,3,2,7,0
7.95,2,ME,0,2,1,6,1,1,0
7.26,2,IT,1,4,6,3,2,6,0
9.23,2,Civil,0,5,6,6,2,6,1
6.63,2,ECE,0,3,5,7,2,5,1
7.79,2,ECE,3,4,7,6,2,7,1
7.58,2,ECE,1,4,7,5,2,7,1
6.81,2,ECE,0,4,6,6,2,6,1
7.79,2,ME,0,4,6,5,2,6,1
7.58,2,ECE,1,4,7,6,2,7,1
6.57,2,IT,0,4,7,6,2,7,0
6.87,2,Civil,2,3,5,6,1,5,0
9.02,2,IT,3,5,7,4,2,7,0
6.57,2,ECE,0,4,6,6,2,6,1
7.3,2,IT,1,4,6,4,2,6,0
8.3,2,ECE,0,4,5,5,2,5,1
7.66,2,IT,1,3,4,7,1,4,0
6.35,2,ECE,1,3,5,4,1,5,0
7.43,2,CSE,2,5,8,8,2,8,1
6.81,2,CSE,2,4,7,6,2,7,1
5.38,2,ECE,0,4,7,5,2,7,0
7.52,2,ECE,1,4,6,5,2,6,1
6.57,2,IT,1,5,9,2,3,9,0
6.26,2,ECE,1,3,4,4,1,4,0
7.04,2,Civil,0,3,4,5,1,4,0
6.61,2,ECE,1,4,7,5,2,7,1
7.8,2,Civil,2,5,8,5,3,8,0
7.02,2,Civil,0,4,5,5,1,5,1
6.21,2,CSE,1,4,8,6,2,8,0
6.18,2,Civil,0,2,1,5,1,1,0
9.8,2,IT,3,5,8,4,3,8,0
7.13,2,ECE,2,4,7,4,2,7,0
6.04,2,ME,0,3,4,4,1,4,0
7.32,2,IT,1,5,8,4,3,8,0
5.94,2,ME,0,2,3,8,1,3,0
5.85,2,ME,1,3,4,8,1,4,0
6.4,2,CSE,1,4,7,6,2,7,0
4.5,2,IT,0,2,3,3,1,3,0
7.98,2,IT,1,4,7,6,2,7,1
5.44,2,IT,1,3,5,7,2,5,0
6.94,2,Civil,0,3,4,6,1,4,0
6.22,2,CSE,1,3,5,5,2,5,0
7.2,2,ECE,1,4,7,8,2,7,0
7.44,2,Civil,0,4,5,10,2,5,0
7.98,2,IT,2,4,7,3,2,7,0
9.55,2,ECE,1,5,7,5,2,7,1
7.95,2,IT,1,4,7,4,2,7,0
7.13,2,IT,2,4,7,7,2,7,1
7.67,2,ME,0,4,6,3,2,6,0
7.46,2,CSE,2,5,8,5,3,8,1
6.93,2,IT,2,4,6,8,2,6,1
7.51,2,CSE,1,5,8,7,2,8,1
7.64,2,Civil,0,4,5,7,2,5,1
7.12,2,Civil,0,4,6,4,2,6,0
7.26,2,Civil,0,4,6,4,2,6,0
8.47,2,Civil,0,4,6,5,2,6,1
8.53,2,ME,0,4,5,5,2,5,1
7.12,2,IT,2,5,8,7,3,8,0
7.56,2,ECE,0,4,6,6,2,6,1
7.97,2,ME,0,4,6,5,2,6,1
7.52,2,IT,0,4,6,7,2,6,0
5.47,2,ECE,0,2,2,7,1,2,0
6.94,2,CSE,0,5,9,1,3,9,0
7.54,2,Civil,1,4,6,5,2,6,0
5.69,2,CSE,2,3,5,5,1,5,0
7.17,2,CSE,1,5,9,6,2,9,1
6.18,2,ME,0,4,6,5,2,6,0
8.74,2,ME,1,5,7,3,2,7,0
6.21,2,ME,0,3,4,8,1,4,0
7.17,2,IT,2,4,7,7,2,7,1
5.38,2,ECE,0,2,3,5,1,3,0
7.9,2,ECE,0,4,6,7,2,6,1
8.89,2,CSE,1,5,8,6,3,8,1
7.09,2,ECE,0,4,5,7,1,5,0
6.4,2,Civil,0,3,4,5,1,4,0
6.34,2,Civil,1,2,2,4,1,2,0
7.3,2,ME,0,4,5,6,2,5,0
6.73,2,CSE,1,4,7,4,2,7,0
6.15,2,ECE,0,2,1,6,0,1,0
5.96,2,Civil,0,2,2,7,1,2,0
5.17,2,ME,0,2,2,6,1,2,0
6.61,2,CSE,0,3,5,5,2,5,0
4.5,2,Civil,1,2,3,8,1,3,0
6.93,2,IT,0,4,7,7,2,7,0
6.81,2,ME,1,4,8,8,2,8,1
7.09,2,IT,1,5,8,3,2,8,0
7.47,2,CSE,0,4,5,8,2,5,1
7.44,2,ECE,1,4,7,5,2,7,1
6.29,2,IT,0,3,5,5,1,5,0
6.81,2,ECE,2,3,5,5,2,5,1
5.2,2,ME,1,2,3,9,1,3,0
7.2,2,IT,1,4,7,6,2,7,0
7.09,2,CSE,0,4,6,6,2,6,1
4.69,2,ME,0,2,2,3,1,2,0
6.64,2,CSE,2,5,10,4,3,10,0
7.0,2,CSE,1,4,5,6,2,5,1
6.38,2,Civil,0,3,5,6,2,5,0
6.85,2,ECE,0,3,4,5,2,4,0
7.52,2,Civil,0,3,4,3,2,4,0
7.38,2,IT,1,4,6,4,2,6,0
7.57,2,ECE,1,4,5,5,2,5,0
9.17,2,ME,0,4,5,6,2,5,1
8.6,2,IT,1,4,5,7,2,5,1
5.72,2,ME,1,2,2,4,1,2,0
6.58,2,ME,1,4,8,5,2,8,1
5.89,2,ME,1,3,5,4,2,5,0
6.03,2,IT,2,4,6,6,2,6,0
6.06,2,IT,2,4,6,5,2,6,0
6.73,2,ME,0,3,4,7,1,4,0
7.83,2,Civil,3,4,7,4,2,7,0
6.77,2,CSE,0,4,6,5,2,6,0
6.39,2,IT,0,4,8,2,2,8,0
9.42,2,IT,1,5,7,7,2,7,1
7.35,2,ECE,0,4,6,2,2,6,0
5.31,2,ME,0,2,2,1,1,2,0
6.87,2,IT,1,3,5,7,2,5,1
9.47,2,ECE,1,5,8,7,3,8,1
6.39,2,IT,1,4,6,4,2,6,0
6.42,2,IT,1,4,8,7,2,8,0
5.42,2,IT,1,4,7,5,2,7,0
5.82,2,IT,0,3,4,5,1,4,0
7.52,2,ME,1,4,5,2,2,5,0
6.61,2,ME,0,4,6,7,2,6,1
5.78,2,ECE,0,3,4,5,1,4,0
4.82,2,IT,0,3,5,6,1,5,0
7.09,2,ME,2,4,6,5,2,6,1
7.82,2,ECE,3,4,7,5,2,7,0
7.13,2,ME,1,5,8,7,2,8,1
8.03,2,Civil,0,3,3,8,1,3,0
6.27,2,ECE,2,4,7,5,2,7,0
5.83,2,ME,0,3,4,6,1,4,0
9.5,2,ECE,2,5,8,6,3,8,1
7.55,2,Civil,1,3,4,5,1,4,0
8.56,2,ECE,3,5,9,5,3,9,1
9.35,2,CSE,2,6,10,5,3,10,1
9.54,2,IT,2,6,10,5,3,10,1
6.29,2,Civil,1,3,4,8,1,4,0
6.53,2,IT,0,3,4,8,2,4,0
6.96,2,Civil,0,2,2,4,1,2,0
6.85,2,ME,0,3,3,3,1,3,0
6.43,2,CSE,2,3,5,5,1,5,0
7.38,2,ECE,1,3,4,7,1,4,0
4.85,2,Civil,0,2,2,7,0,2,0
6.65,2,CSE,0,3,5,5,1,5,0
6.17,2,IT,0,4,7,6,2,7,0
7.51,2,ME,2,4,5,5,2,5,1
6.36,2,Civil,0,3,5,5,2,5,0
7.64,2,ME,0,4,5,6,2,5,0
7.02,2,Civil,1,4,6,7,2,6,1
8.07,2,IT,1,5,8,4,2,8,0
7.66,2,ME,2,4,5,4,2,5,0
9.41,2,ECE,1,6,9,4,3,9,0
5.72,2,ME,1,3,4,6,1,4,0
6.15,2,IT,0,3,5,6,2,5,0
5.54,2,ECE,0,2,3,5,1,3,0
7.59,2,ECE,0,3,4,7,1,4,0
6.5,2,Civil,0,3,3,7,1,3,0
7.78,2,Civil,1,4,7,6,2,7,1
6.81,2,CSE,0,4,6,8,2,6,1
6.08,2,CSE,0,3,5,5,2,5,0
6.93,2,ECE,1,4,6,7,2,6,1
6.37,2,ME,0,3,3,8,1,3,0
6.6,2,IT,2,4,7,2,2,7,0
5.35,2,CSE,1,3,5,4,1,5,0
8.52,2,ECE,0,4,6,8,2,6,1
8.61,2,Civil,0,4,6,5,2,6,1
6.86,2,CSE,0,4,8,6,2,8,1
7.12,2,ME,0,3,4,3,1,4,0
7.96,2,ME,1,4,6,5,2,6,1
6.77,2,CSE,2,3,5,4,2,5,0
7.79,2,ME,2,4,5,3,2,5,0
7.43,2,IT,1,4,5,5,2,5,1
5.46,2,ME,0,3,4,4,1,4,0
5.56,2,ME,0,3,5,5,1,5,0
6.13,2,Civil,1,3,5,4,2,5,0
5.51,2,ECE,0,3,4,5,1,4,0
8.36,2,Civil,2,5,7,2,2,7,0
6.49,2,IT,1,3,5,6,2,5,0
6.97,2,CSE,0,3,5,2,2,5,0
5.89,2,ME,0,3,4,6,1,4,0
6.77,2,ME,1,4,6,6,2,6,1
6.3,2,Civil,1,3,5,6,2,5,0
7.89,2,Civil,0,3,3,6,1,3,0
6.28,2,Civil,0,2,2,4,1,2,0
5.53,2,IT,0,4,8,6,2,8,0
6.67,2,CSE,1,4,8,7,2,8,1
6.36,2,IT,1,4,8,7,2,8,0
8.64,2,Civil,1,5,8,8,2,8,1
6.4,2,CSE,0,5,9,6,2,9,0
8.1,2,ECE,2,5,7,3,2,7,0
7.24,2,Civil,0,4,5,2,2,5,0
8.32,2,ECE,1,5,7,8,2,7,1
6.36,2,IT,0,3,5,6,2,5,0
6.72,2,ME,0,4,7,5,2,7,1
6.68,2,ECE,0,3,3,6,1,3,0
6.1,2,ECE,0,4,6,6,2,6,0
6.5,2,CSE,0,4,8,5,3,8,1
6.52,2,IT,2,4,7,4,2,7,0
6.1,2,CSE,1,3,5,7,2,5,0
5.93,2,ECE,2,4,8,7,2,8,0
6.53,2,Civil,0,3,4,5,1,4,0
6.59,2,CSE,2,4,8,5,2,8,1
6.81,2,ECE,2,4,6,7,2,6,1
7.58,2,IT,2,5,8,6,3,8,1
7.78,2,IT,1,5,8,6,3,8,1
4.59,2,CSE,0,2,2,6,1,2,0
5.56,2,CSE,1,3,5,7,1,5,0
6.71,2,IT,1,5,9,7,3,9,1
5.64,2,Civil,0,2,2,8,1,2,0
6.79,2,CSE,2,4,8,5,3,8,1
5.83,2,ME,1,3,4,5,1,4,0
6.15,2,IT,1,4,8,6,2,8,0
6.46,2,ECE,0,3,3,6,1,3,0
6.2,2,ECE,1,3,5,6,2,5,0
6.12,2,CSE,1,5,9,8,3,9,0
6.88,2,CSE,0,3,4,5,2,4,0
6.42,2,Civil,0,3,5,7,2,5,0
9.01,2,IT,2,6,9,6,3,9,1
7.18,2,Civil,1,3,4,5,2,4,0
7.17,2,CSE,3,5,8,7,3,8,1
7.08,2,ME,1,4,5,5,2,5,1
7.01,2,ME,1,4,6,5,2,6,1
7.3,2,IT,1,4,7,5,2,7,1
6.11,2,IT,0,4,7,6,2,7,0
6.85,2,Civil,0,4,6,7,2,6,1
7.7,2,IT,1,4,5,5,2,5,1
5.63,2,Civil,0,3,4,7,1,4,0
7.96,2,ME,1,4,7,5,2,7,1
6.54,2,Civil,0,4,6,7,2,6,1
6.61,2,ECE,0,3,5,5,2,5,1
6.77,2,IT,1,4,6,6,2,6,0
7.05,2,ECE,0,4,6,8,2,6,1
6.35,2,ME,0,3,4,7,1,4,0
7.39,2,Civil,0,3,4,3,1,4,0
6.99,2,IT,1,4,7,5,2,7,1
7.71,2,ECE,2,5,8,4,2,8,0
8.01,2,ECE,0,4,6,6,2,6,1
6.16,2,ME,1,4,6,5,2,6,0
5.17,2,Civil,0,2,2,6,1,2,0
5.82,2,ME,0,3,5,7,1,5,0
6.07,2,Civil,0,2,1,6,1,1,0
5.78,2,CSE,0,3,6,4,2,6,0
8.26,2,CSE,0,4,6,4,2,6,0
6.83,2,IT,1,4,7,7,2,7,1
7.15,2,ECE,3,5,8,5,2,8,1
5.46,2,IT,1,4,7,5,2,7,0
7.62,2,ECE,1,4,7,6,2,7,1
9.06,2,IT,2,5,7,4,2,7,0
6.89,2,ME,0,3,5,6,1,5,0
8.01,2,ECE,1,5,8,5,2,8,1
7.55,2,ME,2,5,8,4,2,8,0
6.78,2,IT,1,4,7,8,2,7,1
5.41,2,CSE,0,2,2,5,1,2,0
6.12,2,IT,0,5,9,4,2,9,0
6.41,2,Civil,0,3,4,4,1,4,0
6.11,2,ECE,1,4,6,5,2,6,0
7.0,2,ME,1,4,6,4,2,6,0
7.6,2,CSE,2,4,7,5,2,7,1
7.64,2,CSE,3,4,7,8,2,7,0
5.98,2,Civil,0,3,4,6,1,4,0
8.52,2,Civil,0,4,4,7,2,4,0
7.26,2,Civil,0,4,6,6,2,6,1
6.41,2,ECE,0,2,2,8,1,2,0
7.05,2,Civil,0,4,5,7,2,5,1
7.01,2,IT,1,5,8,8,2,8,0
7.15,2,CSE,2,4,7,4,2,7,0
6.44,2,ECE,1,3,5,5,2,5,0
5.35,2,ECE,1,3,5,5,2,5,0
8.38,2,IT,0,4,5,4,2,5,0
7.75,2,CSE,1,5,9,7,3,9,1
8.28,2,CSE,1,5,8,5,3,8,1
7.8,2,CSE,1,4,7,5,2,7,1
6.4,2,IT,0,4,6,8,2,6,0
7.26,2,Civil,0,3,3,6,1,3,0
8.02,2,Civil,0,4,6,6,2,6,1
8.14,2,Civil,0,4,6,5,2,6,1
6.41,2,ECE,1,4,6,5,2,6,0
7.79,2,IT,2,5,8,4,2,8,0
7.62,2,CSE,1,5,8,8,2,8,1
7.23,2,Civil,1,4,5,7,2,5,1
8.27,2,CSE,1,5,9,6,3,9,1
7.84,2,Civil,0,4,6,4,2,6,0
4.91,2,Civil,0,2,3,7,1,3,0
8.72,2,Civil,0,3,3,7,2,3,0
7.34,2,Civil,0,3,4,7,1,4,0
5.79,2,ME,0,3,5,5,2,5,0
4.5,2,ECE,0,3,6,7,2,6,0
6.32,2,Civil,1,3,3,7,1,3,0
6.75,2,ECE,0,4,8,5,2,8,1
5.58,2,ME,0,3,4,7,1,4,0
6.57,2,IT,0,4,6,3,2,6,0
7.37,2,Civil,2,4,5,5,2,5,1
7.73,2,IT,2,5,8,6,2,8,1
9.6,2,CSE,1,6,10,6,3,10,1
6.43,2,IT,1,4,7,5,2,7,0
7.25,2,CSE,1,5,10,5,3,10,1
6.42,2,CSE,0,4,7,8,2,7,0
7.85,2,IT,2,5,8,6,3,8,0
7.14,2,IT,1,3,4,5,1,4,0
6.0,2,ECE,0,3,5,5,1,5,0
7.12,2,ECE,0,4,5,6,1,5,0
6.51,2,IT,0,4,7,7,2,7,1
8.28,2,ECE,3,5,7,4,2,7,0
4.5,2,ME,0,1,1,4,0,1,0
9.05,2,IT,1,5,8,6,3,8,1
7.65,2,Civil,1,4,7,4,2,7,0
7.2,2,CSE,1,4,5,5,2,5,1
6.88,2,IT,0,4,8,5,2,8,0
7.41,2,ECE,0,3,3,6,1,3,0
9.8,2,Civil,3,5,8,4,3,8,0
7.76,2,Civil,0,3,4,7,2,4,0
7.02,2,IT,2,5,8,5,2,8,1
8.85,2,ME,2,5,7,4,2,7,0
6.18,2,IT,1,3,4,3,1,4,0
6.79,2,CSE,1,4,7,6,2,7,1
8.13,2,ME,1,4,6,5,2,6,1
6.97,2,CSE,0,5,9,5,3,9,1
5.79,2,ECE,0,2,2,7,1,2,0
6.48,2,CSE,0,3,5,5,1,5,0
6.2,2,Civil,0,3,4,5,1,4,0
5.57,2,ECE,0,3,4,6,1,4,0
6.99,2,ECE,2,4,8,6,2,8,1
6.92,2,CSE,1,4,6,4,2,6,0
6.51,2,IT,0,3,5,6,2,5,1
8.09,2,CSE,1,5,8,4,3,8,0
4.8,2,ME,0,2,2,5,0,2,0
6.78,2,IT,2,3,5,4,2,5,0
7.15,2,ME,0,3,4,6,1,4,0
7.13,2,IT,3,5,8,7,3,8,1
8.01,2,ECE,1,4,5,4,2,5,0
6.55,2,ECE,2,4,7,6,2,7,1
6.51,2,ME,0,3,4,4,1,4,0
6.93,2,Civil,0,4,6,5,2,6,1
7.32,2,ECE,1,4,6,8,2,6,1
7.01,2,ME,0,4,5,6,2,5,1
6.27,2,ME,0,3,3,6,1,3,0
5.75,2,ME,1,3,5,4,1,5,0
4.6,2,ME,0,1,1,5,0,1,0
6.74,2,CSE,0,3,5,8,2,5,1
6.8,2,IT,0,3,4,7,1,4,0
6.84,2,Civil,0,3,3,6,1,3,0
5.58,2,ME,0,2,2,4,1,2,0
7.2,2,ME,0,3,4,7,1,4,0
6.39,2,ME,0,3,5,4,1,5,0
6.59,2,ME,0,2,2,7,1,2,0
8.37,2,ECE,1,4,5,2,2,5,0
7.94,2,Civil,0,4,5,5,1,5,1
6.51,2,CSE,0,4,6,3,2,6,0
6.11,2,Civil,0,3,5,4,2,5,0
7.06,2,ECE,0,4,5,6,2,5,1
6.64,2,Civil,0,3,4,6,1,4,0
8.94,2,ECE,2,5,9,6,3,9,1
6.41,2,ME,0,3,3,6,1,3,0
6.1,2,IT,2,4,7,8,2,7,0
8.93,2,CSE,2,5,8,7,2,8,1
7.41,2,IT,1,5,9,5,3,9,1
7.11,2,ECE,0,4,6,5,2,6,0
7.46,2,IT,1,5,8,6,2,8,0
6.39,2,CSE,0,5,9,4,2,9,0
6.78,2,CSE,1,4,7,6,2,7,1
5.7,2,Civil,0,3,4,7,1,4,0
7.03,2,ECE,3,5,8,3,2,8,0
5.93,2,Civil,0,2,3,9,1,3,0
6.94,2,CSE,1,3,5,7,2,5,1
7.51,2,ECE,1,4,6,5,2,6,1
7.2,2,IT,1,4,7,6,2,7,0
5.91,2,IT,1,4,7,8,2,7,0
7.32,2,ECE,1,5,8,3,2,8,0
8.04,2,ECE,1,4,6,4,2,6,0
5.63,2,ME,1,3,4,6,1,4,0
7.03,2,ECE,1,4,5,7,1,5,1
7.04,2,ECE,0,4,5,6,1,5,0
5.88,2,Civil,1,3,4,4,1,4,0
6.63,2,ME,1,3,4,4,1,4,0
7.73,2,ME,3,4,7,5,2,7,1
6.34,2,IT,0,3,4,4,1,4,0
8.05,2,IT,1,5,7,4,2,7,0
6.3,2,IT,1,4,6,5,2,6,0
7.46,2,ME,2,4,5,7,2,5,1
8.56,2,ECE,1,4,6,4,2,6,0
6.45,2,ME,0,3,5,6,1,5,0
6.1,2,IT,2,5,9,6,2,9,0
9.1,2,ME,1,5,6,7,2,6,1
6.67,2,ECE,1,3,5,7,1,5,0
6.85,2,ECE,1,3,4,6,1,4,0
5.45,2,Civil,0,3,4,5,1,4,0
6.0,2,CSE,2,4,8,7,2,8,0
6.71,2,CSE,0,5,10,7,3,10,0
7.48,2,ME,1,4,7,6,2,7,1
7.11,2,IT,0,4,6,8,2,6,1
7.95,2,ME,1,4,7,6,2,7,1
7.26,2,IT,1,4,5,5,2,5,1
7.34,2,ECE,0,4,6,2,2,6,0
6.44,2,Civil,0,2,2,6,1,2,0
8.51,2,Civil,1,4,5,4,2,5,0
6.5,2,Civil,0,3,4,6,1,4,0
5.84,2,Civil,1,3,4,4,1,4,0
7.9,2,ME,1,5,9,5,3,9,0
8.12,2,ME,3,5,7,7,2,7,1
6.5,2,CSE,1,4,8,7,2,8,1
6.84,2,ME,1,3,4,5,2,4,0
8.67,2,Civil,2,5,7,8,2,7,1
6.26,2,ECE,0,3,5,6,1,5,0
7.18,2,Civil,0,3,3,6,1,3,0
6.07,2,ECE,0,4,6,6,2,6,0
6.01,2,CSE,2,3,5,5,1,5,0
7.73,2,ECE,0,4,5,4,2,5,0
7.05,2,ME,0,3,4,6,1,4,0
9.44,2,Civil,0,5,6,4,2,6,0
6.36,2,CSE,0,4,7,3,2,7,0
6.16,2,IT,0,4,6,3,2,6,0
5.95,2,ECE,0,4,8,3,2,8,0
7.25,2,IT,2,5,10,8,3,10,1
4.84,2,CSE,0,4,8,7,2,8,0
8.16,2,ME,0,4,4,7,1,4,0
7.89,2,ECE,0,3,4,4,2,4,0
7.04,2,ECE,0,3,3,6,1,3,0
6.38,2,ME,0,3,5,5,2,5,0
6.19,2,IT,1,3,5,5,2,5,0
7.0,2,CSE,1,5,8,5,3,8,1
5.76,2,ME,2,3,6,4,2,6,0
7.68,2,CSE,1,5,9,3,3,9,0
7.78,2,ME,1,4,6,6,2,6,1
6.12,2,ECE,1,2,1,6,1,1,0
6.3,2,ECE,1,3,4,3,1,4,0
7.16,2,ME,0,4,6,6,2,6,0
6.33,2,ME,2,4,8,3,2,8,0
8.22,2,ME,3,5,8,6,2,8,1
7.82,2,ECE,1,4,5,4,2,5,0
6.88,2,ME,2,3,5,7,2,5,1
8.23,2,ME,0,4,5,5,2,5,1
5.8,2,ME,0,3,5,5,1,5,0
6.11,2,Civil,0,3,3,6,1,3,0
7.31,2,ME,1,4,5,5,2,5,1
